"지역별","상품군별","판매유형별","항목","단위","2014.1/4","2014.2/4","2014.3/4","2014.4/4","2015.1/4","2015.2/4","2015.3/4","2015.4/4","2016.1/4","2016.2/4","2016.3/4","2016.4/4","2017.1/4","2017.2/4","2017.3/4","2017.4/4","2018.1/4","2018.2/4","2018.3/4","2018.4/4","2019.1/4","2019.2/4","2019.3/4","2019.4/4","2020.1/4","2020.2/4","2020.3/4","2020.4/4","2021.1/4","2021.2/4","2021.3/4","2021.4/4","2022.1/4","2022.2/4","2022.3/4","2022.4/4","2023.1/4","2023.2/4","2023.3/4","2023.4/4","2024.1/4","2024.2/4",
"캐나다","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","1","1","13","0","0","4",
"캐나다","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","68","26","36","49","30","30",
"캐나다","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","50","22","34","46","27","33",
"캐나다","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","1","1","0","0","0","3",
"캐나다","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","49","21","34","46","27","30",
"캐나다","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","19","5","15","3","3","1",
"캐나다","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","13","0","0","1",
"캐나다","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","19","5","2","3","3","0",
"캐나다","소프트웨어","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","2","0","0","0","0","0",
"캐나다","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"캐나다","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","2","0","0","0","0","0",
"캐나다","서 적","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","80","52","69","123","51","41",
"캐나다","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"캐나다","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","80","52","69","123","51","41",
"캐나다","사무·문구","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","9","7","6","104","80","131",
"캐나다","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"캐나다","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","9","7","6","104","80","131",
"캐나다","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","615","412","313","618","234","560",
"캐나다","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"캐나다","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","615","412","313","618","234","560",
"캐나다","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","335","95","377","464","329","333",
"캐나다","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","1","1","3","2","2","0",
"캐나다","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","334","94","374","462","327","333",
"캐나다","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","8","9","9","8","13","9",
"캐나다","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"캐나다","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","8","9","9","8","13","9",
"캐나다","화장품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","353","577","531","327","880","986",
"캐나다","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","4","5","10","17","13","10",
"캐나다","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","349","572","521","310","867","976",
"캐나다","아동·유아용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","11","11","8","9","6","5",
"캐나다","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"캐나다","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","11","11","8","9","6","5",
"캐나다","음·식료품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","18","11","32","136","132","122",
"캐나다","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","11","5","8","20","12","16",
"캐나다","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","7","6","24","116","120","106",
"캐나다","농축수산물","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"캐나다","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"캐나다","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"캐나다","생활·자동차용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","16","18","15","42","35","74",
"캐나다","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"캐나다","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","16","18","15","42","35","74",
"캐나다","기 타","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","98","126","60","256","46","53",
"캐나다","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"캐나다","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","98","126","60","256","46","53",
"유럽","합계","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","6385","10084","15350","7255","8839","12246",
"유럽","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","88","216","160","56","41","72",
"유럽","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","6297","9868","15190","7199","8798","12174",
"유럽","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","1892","1312","1436","1507","3838","6137",
"유럽","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","1892","1312","1436","1507","3838","6137",
"유럽","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","281","326","430","477","686","355",
"유럽","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","6","1","6","3","0","5",
"유럽","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","275","325","424","474","686","350",
"유럽","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","234","255","289","315","193","217",
"유럽","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","1","6","3","0","5",
"유럽","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","234","254","283","312","193","212",
"유럽","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","47","71","141","162","493","138",
"유럽","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","6","0","0","0","0","0",
"유럽","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","41","71","141","162","493","138",
"유럽","소프트웨어","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","7","0","0","0","0","0",
"유럽","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","7","0","0","0","0","0",
"유럽","서 적","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","171","144","260","316","162","106",
"유럽","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","171","144","260","316","162","106",
"유럽","사무·문구","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","36","13","8","224","558","842",
"유럽","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","36","13","8","224","558","842",
"유럽","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","2101","6173","11330","2830","908","1602",
"유럽","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","2101","6173","11330","2830","908","1602",
"유럽","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","765","1090","854","820","1188","1208",
"유럽","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","25","36","46","9","5","12",
"유럽","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","740","1054","808","811","1183","1196",
"유럽","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","422","18","15","13","20","23",
"유럽","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","422","18","15","13","20","23",
"유럽","화장품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","492","632","714","670","1036","1404",
"유럽","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","49","167","92","38","28","47",
"유럽","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","443","465","622","632","1008","1357",
"유럽","아동·유아용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","55","35","78","26","8","70",
"유럽","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","55","35","78","26","8","70",
"유럽","음·식료품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","46","37","24","27","33","27",
"유럽","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","8","12","16","6","8","8",
"유럽","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","38","25","8","21","25","19",
"유럽","농축수산물","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","생활·자동차용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","12","15","42","105","182","123",
"유럽","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","12","15","42","105","182","123",
"유럽","기 타","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","105","289","159","240","220","349",
"유럽","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"유럽","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","105","289","159","240","220","349",
"유럽연합+영국","합계","계","해외직접판매액[백만원]","백만원","7023","6345","5688","5626","4453","4319","4835","6839","7575","7379","7085","8191","7897","7170","8177","8846","10525","8616","8463","9962","9773","10362","7342","12686","11024","9542","10080","10196","10331","8733","7141","5489","3646","4726","4413","4830","5716","9164","14599","6612","8343","11421",
"유럽연합+영국","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","165","97","86","200","446","106","91","97","231","477","241","206","294","338","329","16","17","10","7","10","24","5","19","23","26","14","29","52","36","67",
"유럽연합+영국","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","7732","7073","8091","8646","10079","8510","8372","9865","9542","9885","7101","12480","10730","9204","9751","10180","10314","8723","7134","5479","3622","4721","4394","4807","5690","9150","14570","6560","8307","11354",
"유럽연합+영국","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","741","630","500","461","270","259","292","358","361","353","385","550","456","280","406","430","1030","630","655","852","633","715","513","617","694","334","524","358","511","304","249","295","206","336","1056","1568","1859","1253","1413","1459","3809","5829",
"유럽연합+영국","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","456","280","406","430","1030","630","655","852","633","715","513","617","694","334","524","358","511","304","249","295","206","336","1056","1568","1859","1253","1413","1459","3809","5829",
"유럽연합+영국","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","1532","1424","1257","1214","831","751","683","867","879","1103","1055","1267","962","782","1084","966","844","610","573","578","605","589","428","2058","943","593","946","559","586","482","484","246","61","109","101","165","277","321","419","467","684","354",
"유럽연합+영국","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","4","9","3","4","6","7","5","8","2","7","5","7","1","0","0","0","0","0","0","0","0","0","0","1","6","0","0","3","0","5",
"유럽연합+영국","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","958","773","1081","962","838","603","568","570","603","582","423","2051","942","593","946","559","586","482","484","246","61","109","101","164","271","321","419","464","684","349",
"유럽연합+영국","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","230","250","278","305","191","216",
"유럽연합+영국","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","3","0","5",
"유럽연합+영국","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","230","250","278","302","191","211",
"유럽연합+영국","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","47","71","141","162","493","138",
"유럽연합+영국","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","6","0","0","0","0","0",
"유럽연합+영국","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","41","71","141","162","493","138",
"유럽연합+영국","소프트웨어","계","해외직접판매액[백만원]","백만원","48","34","25","35","40","20","20","31","37","27","24","20","22","37","47","49","28","34","45","97","28","26","12","28","26","26","22","25","21","27","23","8","0","0","0","0","7","0","0","0","0","0",
"유럽연합+영국","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","22","37","47","49","28","34","45","97","28","26","12","28","26","26","22","25","21","27","23","8","0","0","0","0","7","0","0","0","0","0",
"유럽연합+영국","서 적","계","해외직접판매액[백만원]","백만원","13","14","14","21","17","14","21","25","24","24","29","40","47","30","50","66","62","70","71","68","59","55","48","95","72","127","150","165","261","190","228","284","207","344","241","142","167","141","249","259","155","101",
"유럽연합+영국","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","47","30","50","66","62","70","71","68","59","55","48","95","72","127","150","165","261","190","228","284","207","344","241","142","167","141","249","259","155","101",
"유럽연합+영국","사무·문구","계","해외직접판매액[백만원]","백만원","7","5","5","1","3","3","3","5","11","12","19","18","22","21","780","12","27","17","9","13","11","11","4","10","8","8","4","5","19","15","26","19","26","10","9","25","36","12","8","211","552","803",
"유럽연합+영국","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","22","21","780","12","27","17","9","13","11","10","4","10","8","8","4","5","19","15","26","19","26","10","9","25","36","12","8","211","552","803",
"유럽연합+영국","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","624","476","624","513","420","518","619","794","494","536","586","873","841","779","1173","1437","1400","1419","1808","2120","1958","2350","1502","2697","2728","2636","2958","3770","3103","2702","2189","1642","1113","2144","1253","1018","1981","5916","11092","2501","812","1433",
"유럽연합+영국","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","841","779","1173","1437","1400","1419","1808","2120","1958","2350","1502","2697","2728","2636","2958","3770","3103","2702","2189","1642","1113","2144","1253","1018","1981","5916","11092","2501","812","1433",
"유럽연합+영국","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","1364","1228","952","941","676","687","674","1337","1319","1289","1088","1203","1049","973","971","1098","1230","1056","886","942","985","1054","793","862","813","1765","1276","1274","1116","1351","1020","1229","1057","1231","1122","1032","651","835","661","777","1101","1172",
"유럽연합+영국","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","13","8","10","14","25","21","17","12","15","22","12","15","6","0","0","2","2","5","2","1","20","2","8","7","4","2","10","9","4","10",
"유럽연합+영국","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1036","965","961","1084","1205","1035","869","930","970","1032","781","847","807","1765","1276","1272","1114","1346","1018","1228","1037","1229","1114","1025","647","833","651","768","1097","1162",
"유럽연합+영국","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","234","189","157","162","128","108","97","224","180","174","157","192","179","153","108","200","233","198","173","204","215","192","805","212","211","192","418","476","416","143","251","360","305","18","20","300","301","16","13","12","16","10",
"유럽연합+영국","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","179","153","108","200","233","198","173","204","215","192","805","212","211","192","418","476","416","143","251","360","305","18","20","300","301","16","13","12","16","10",
"유럽연합+영국","화장품","계","해외직접판매액[백만원]","백만원","937","885","802","804","852","836","1242","1928","2583","2277","2005","2095","2506","2362","1986","2686","3433","2815","2564","2993","3337","3487","2105","3912","3108","1988","1867","1524","1457","1311","783","531","222","397","288","311","268","348","517","562","846","1255",
